Date,AAPL,AMZN,DAID,FBBK,MSFT,TSLA,TWTR
2016-05-02,21.704407,683.849976,47.853569,118.57,46.212565999999995,48.360001000000004,14.4
2016-05-03,22.061356,671.320007,46.66291,117.43,45.45467,46.464001,14.01
2016-05-04,21.831889999999998,670.900024,45.965752,118.059998,45.53685,44.512001,14.84
2016-05-05,21.743271,659.090027,46.271248,117.809998,45.600761,42.306,14.12
2016-05-06,21.622013,673.950012,46.529742999999996,119.489998,46.011669,42.986,14.4
2016-05-09,21.638332000000002,679.75,46.788239000000004,119.239998,45.719471,41.784,14.2
2016-05-10,21.785248,703.070007,47.078075,120.5,46.586945,41.737999,14.63
2016-05-11,21.573042,713.22998,46.514076,119.519997,46.614334,41.792,14.59
2016-05-12,21.067001,717.929993,46.028412,120.279999,47.034359,41.456001,14.08
2016-05-13,21.108976000000002,709.919983,46.083252,119.809998,46.64172,41.521999,14.1
2016-05-17,21.801571,695.27002,45.237246999999996,117.349998,46.443832,40.931999,14.34
2016-05-18,22.051092,697.450012,45.119751,117.650002,46.719685,42.234001,14.14
2016-05-19,21.96714,698.52002,44.963085,116.809998,46.269127000000005,43.042,14.15
2016-05-20,22.205008,702.799988,45.299915000000006,117.349998,46.544971000000004,44.056,14.43
2016-05-23,22.487175,696.75,44.587086,115.970001,46.002476,43.243999,14.41
2016-05-24,22.829971,704.200012,45.566246,117.699997,47.436890000000005,43.582001,14.03
2016-05-25,23.231071,708.349976,47.085907,117.889999,47.924225,43.916,14.41
2016-05-26,23.415297,714.909973,47.696907,119.470001,47.712746,45.023998,14.3
2016-05-27,23.401304,712.23999,47.532406,119.379997,48.108128,44.608002,15.1
2016-05-31,23.287041000000002,722.789978,48.088570000000004,118.809998,48.733376,44.646,15.22
2016-06-01,22.960564,719.4400019999999,47.273903000000004,118.779999,48.595455,43.911999,15.02
2016-06-02,22.787994,728.23999,47.477573,118.93,48.255241,43.792,15.2
2016-06-03,22.834635000000002,725.539978,46.435738,118.470001,47.620789,43.798,15.2
2016-06-06,23.000204,726.72998,46.498409,118.790001,47.933417999999996,44.136002000000005,15.27
2016-06-07,23.093481,723.73999,47.093734999999995,117.760002,47.90583,46.467999,15.0
2016-06-08,23.072495999999997,726.6400150000001,46.694241,118.389999,47.850677000000005,47.104,14.95
2016-06-09,23.238066,727.650024,46.044078999999996,118.559998,47.464473999999996,45.872002,14.6
2016-06-10,23.046846,717.909973,45.049252,116.620003,47.335747,43.757999,14.02
2016-06-13,22.699377,715.23999,44.156258,113.949997,46.103619,43.574001,14.55
2016-06-14,22.727367,719.299988,43.122261,114.940002,45.818577000000005,42.992001,15.36
2016-06-15,22.652742,714.26001,43.482594,114.599998,45.689838,43.540001000000004,15.96
2016-06-16,22.74836,717.51001,43.325928000000005,114.389999,46.3335,43.585999,15.87
2016-06-17,22.230656,706.3900150000001,43.764590999999996,113.019997,46.094425,43.094002,16.1
2016-06-20,22.177023000000002,714.01001,45.707249,113.370003,46.039260999999996,43.939999,16.34
2016-06-21,22.365907999999997,715.820007,45.950072999999996,114.379997,47.069092,43.922001,16.32
2016-06-22,22.281958,710.599976,46.216408,113.910004,46.885201,39.332001,16.129998999999998
2016-06-23,22.410217000000003,722.080017,46.991909,115.08000200000001,47.73114,39.279999,17.040001
2016-06-24,21.780584,698.960022,43.130096,112.08000200000001,45.818577000000005,38.630001,16.440001000000002
2016-06-27,21.46344,691.3599849999999,41.806271,108.970001,44.531281,39.709998999999996,15.84
2016-06-28,21.824894,707.950012,42.049103,112.699997,45.459965000000004,40.358002,16.42
2016-06-29,22.013788,715.599976,42.088268,114.160004,46.471428,42.037997999999995,16.83
2016-06-30,22.293617,715.619995,41.923767,114.279999,47.050701000000004,42.456001,16.91
2016-07-01,22.36124,725.679993,42.879428999999995,114.190002,47.041508,43.299999,17.280001000000002
2016-07-05,22.151370999999997,728.099976,40.944603,114.199997,47.050701000000004,42.796001000000004,17.139999
2016-07-06,22.277298000000002,737.6099849999999,40.70961,116.699997,47.243805,42.888,17.200001
2016-07-07,22.372904000000002,736.570007,40.952442,115.849998,47.243805,43.188,17.370001000000002
2016-07-08,22.545467000000002,745.8099980000001,42.417266999999995,117.239998,48.089733,43.355999,18.08
2016-07-11,22.615429000000002,753.780029,43.255428,117.870003,48.356392,44.956001,17.709999
2016-07-12,22.718039,748.210022,45.15892,117.93,48.926483000000005,44.93,18.1
2016-07-13,22.589779,742.630005,44.853415999999996,116.779999,49.202328,44.506001,17.74
2016-07-14,23.037518,741.200012,45.816914000000004,117.290001,49.413810999999995,44.306,17.959999
2016-07-15,23.035185000000002,735.4400019999999,45.738579,116.860001,49.377037,44.080002,18.08
2016-07-18,23.280039000000002,736.070007,45.675919,119.370003,49.616096,45.25,18.65
2016-07-19,23.289366,739.950012,45.166752,120.610001,48.816139,45.051998,18.33
2016-07-20,23.310354,745.719971,45.965752,121.91999799999999,51.409119,45.672001,18.559998999999998
2016-07-21,23.186761999999998,744.429993,46.568909000000005,120.610001,51.30798,44.099998,18.389999
2016-07-22,23.007208,744.8599849999999,46.615906,121.0,52.015991,44.453998999999996,18.370001000000002
2016-07-25,22.699377,739.6099849999999,46.960571,121.629997,52.163113,46.001999,18.65
2016-07-26,22.54314,735.590027,47.59507,121.220001,52.190704,45.902,18.450001
2016-07-27,24.007620000000003,736.669983,48.503731,123.339996,51.666588,45.698002,15.77
2016-07-28,24.331754999999998,752.6099849999999,47.242573,125.0,51.684967,46.122002,16.309998999999998
2016-07-29,24.301443,758.8099980000001,47.642071,123.940002,52.117134,46.958,16.639999
2016-08-01,24.730522,767.73999,47.555904,124.309998,52.025192,46.001999,16.639999
2016-08-02,24.364407999999997,760.580017,46.145908,123.089996,52.025192,45.439999,16.42
2016-08-03,24.669893,754.6400150000001,46.490578,122.510002,52.383801,45.158001,17.610001
2016-08-04,24.822294,760.77002,46.482742,124.360001,52.769974,46.122002,18.129998999999998
2016-08-05,25.199773999999998,765.97998,47.806571999999996,125.150002,53.294093999999994,46.006001,18.26
2016-08-08,25.408445,766.5599980000001,47.916233,125.260002,53.38604399999999,45.231998,18.200001
2016-08-09,25.511606,768.3099980000001,49.247894,125.059998,53.514767000000006,45.816002000000005,18.68
2016-08-10,25.321692000000002,768.5599980000001,49.099068,124.879997,53.349266,45.130001,19.040001
2016-08-11,25.305281,771.23999,49.412399,124.900002,53.606724,44.981998,19.780001000000002
2016-08-12,25.363897,772.5599980000001,49.263557,124.879997,53.275703,45.122002,19.540001
2016-08-15,25.668694,768.48999,49.584728000000005,123.900002,53.441207999999996,45.118,20.860001
2016-08-16,25.645248000000002,764.039978,48.973728,123.300003,53.14514499999999,44.722,20.4
2016-08-17,25.607737,764.630005,48.386234,124.370003,53.256161,44.647999,20.17
2016-08-18,25.574908999999998,764.460022,48.57423,123.910004,53.293175,44.702,19.0
2016-08-19,25.640558,757.3099980000001,48.104233,123.559998,53.311684,45.0,18.98
2016-08-22,25.441273000000002,759.47998,48.104233,124.150002,53.357941000000004,44.585999,18.549999
2016-08-23,25.520988,762.450012,48.456734000000004,124.370003,53.561489,44.967999,18.690001000000002
