Loads,data_time,PDem,QDem,ZIP_P_P,ZIP_P_I,ZIP_P_Z,ZIP_Q_P,ZIP_Q_I,ZIP_Q_Z
LOAD12,570,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,580,197,226.0777,0.81218,0.091371,0.096447,0.56022,-0.97683,1.4166
LOAD12,590,197,226.0777,0.81218,0.091371,0.096447,0.56022,-0.97683,1.4166
LOAD12,600,291,196.9185,0.54845,0.34412,0.10742,0.53877,-0.78442,1.2456
LOAD12,610,103,-4.4436,0.065049,0.59184,0.34311,3.0174,-3.3528,1.3353
LOAD12,620,189,-7.1773,-0.013757,0.64508,0.36868,2.0091,-1.7977,0.78863
LOAD12,630,189,-7.1773,-0.013757,0.64508,0.36868,2.0091,-1.7977,0.78863
LOAD12,640,201,-12.6446,-0.0099502,0.66388,0.34607,1.3004,-0.70477,0.4044
LOAD12,650,41,-12.6446,0.41951,0.56195,0.018537,1.3004,-0.70477,0.4044
LOAD12,660,29,-7.1773,0.57241,0.39724,0.030345,2.0091,-1.7977,0.78863
LOAD12,670,449,257.0594,0.51448,0.20116,0.28437,0.60067,-1.0033,1.4026
LOAD12,680,2823,367.0014,0.11902,0.10678,0.7742,0.53548,-0.90338,1.3679
LOAD12,690,2763,367.0014,0.12421,0.094115,0.78167,0.53548,-0.90338,1.3679
LOAD12,700,217,186.5976,0.92903,-0.17327,0.24424,0.64354,-1.0905,1.4469
LOAD12,710,217,186.5976,0.92903,-0.17327,0.24424,0.64354,-1.0905,1.4469
LOAD12,720,97,34.7392,1.0887,-0.51134,0.42268,1.175,-1.8086,1.6337
LOAD12,730,2017,-1.7099,0.0079326,0,0.99207,7.25,-9.88,3.63
LOAD12,740,317,134.9741,1.1104,-0.58675,0.47634,0.96858,-1.5344,1.5658
LOAD12,750,317,134.9741,1.1104,-0.58675,0.47634,0.96858,-1.5344,1.5658
LOAD12,760,347,294.4197,0.94524,-0.21614,0.27089,0.63589,-1.0808,1.4449
LOAD12,770,197,226.0777,0.81218,0.091371,0.096447,0.56022,-0.97683,1.4166
LOAD12,780,197,226.0777,0.81218,0.091371,0.096447,0.56022,-0.97683,1.4166
LOAD12,790,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,800,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,810,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,820,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,830,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,840,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,850,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,860,197,226.0777,0.81218,0.091371,0.096447,0.56022,-0.97683,1.4166
LOAD12,870,197,226.0777,0.81218,0.091371,0.096447,0.56022,-0.97683,1.4166
LOAD12,880,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,890,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,900,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,910,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,920,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,930,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,940,137,150.1485,0.81752,0.087591,0.094891,0.58505,-1.0099,1.4248
LOAD12,950,317,377.9361,0.80757,0.094637,0.097792,0.54022,-0.95022,1.41
LOAD12,960,439,377.9361,0.86105,0.068337,0.070615,0.54022,-0.95022,1.41
LOAD12,970,137,150.1485,0.81752,0.087591,0.094891,0.58505,-1.0099,1.4248
LOAD12,980,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,990,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,1000,3645.39,-1.7099,0.0043891,0,0.99561,7.25,-9.88,3.63
LOAD12,1010,3645.39,-1.7099,0.0043891,0,0.99561,7.25,-9.88,3.63
LOAD12,1020,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,1030,17,-1.7099,0.94118,0,0.058824,7.25,-9.88,3.63
LOAD12,1040,197,226.0777,0.81218,0.091371,0.096447,0.56022,-0.97683,1.4166
LOAD12,1050,204,226.0777,0.7802,0.11191,0.10789,0.56022,-0.97683,1.4166
LOAD12,1060,122,-4.4436,0.03623,0.60713,0.35664,3.0174,-3.3528,1.3353
LOAD12,1070,313,-18.5676,0.45869,0.37581,0.1655,1.0036,-0.24708,0.2435
LOAD12,1080,1145,-88.2765,0.060908,0.64019,0.2989,0.50326,0.52449,-0.02775
LOAD12,1090,1307,-89.1877,0.038745,0.64678,0.31448,0.5019,0.52658,-0.028488
LOAD12,1100,1309,-94.6551,0.040061,0.64932,0.31062,0.49428,0.53833,-0.032619
LOAD12,1110,1053,-52.7386,0.17124,0.53683,0.29193,0.6145,-0.041049,0.42655
LOAD12,1120,995,-58.206,0.19027,0.53116,0.27857,0.6043,-0.0088945,0.40459
LOAD12,1130,3347,127.6652,0.064392,0.23102,0.70459,0.50313,-0.46458,0.96145
LOAD12,1140,1482,165.0255,0.22614,0.49815,0.27571,0.54226,-0.56439,1.0221
LOAD12,1150,1391,-81.8752,0.18364,0.48614,0.33022,0.89151,-0.39407,0.50256
LOAD12,1160,1793,-75.4966,0.11423,0.52974,0.35603,0.91392,-0.44239,0.52846
LOAD12,1170,3115,-117.413,0.010343,0.22043,0.76923,0.89602,-0.081206,0.18518
LOAD12,1180,3143,-95.5436,0.056475,0.18976,0.75377,1.0164,-0.26689,0.25046
LOAD12,1190,1035,90.3467,0.5257,0.096348,0.37795,1.0958,-1.4035,1.3077
LOAD12,1200,1360,176.5968,0.61235,0.14629,0.24135,0.81942,-1.1347,1.3153
LOAD12,1210,912,176.5968,0.51404,0.23707,0.24889,0.81942,-1.1347,1.3153
LOAD12,1220,763,369.7351,0.31782,0.41917,0.263,0.53664,-0.91485,1.3782
LOAD12,1230,680,369.7351,0.31691,0.4196,0.26349,0.53664,-0.91485,1.3782
LOAD12,1240,424,-7.1773,-0.072642,0.66998,0.40267,2.0091,-1.7977,0.78863
LOAD12,1250,911,-9.9109,0.5191,0.303,0.1779,1.557,-1.1005,0.54353
LOAD12,1260,1171,-15.3783,0.16183,0.46652,0.37165,1.135,-0.44972,0.31474
LOAD12,1270,1461,-68.2295,0.11938,0.53232,0.3483,0.54242,0.4641,-0.006522
LOAD12,1280,1477,-68.2295,0.11679,0.53403,0.34918,0.54242,0.4641,-0.006522
LOAD12,1290,1339,-9.9109,0.12494,0.49214,0.38291,1.557,-1.1005,0.54353
LOAD12,1300,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1310,203,223.344,0.78966,0.11704,0.0933,0.55798,-0.95674,1.3988
LOAD12,1320,203,223.344,0.78966,0.11704,0.0933,0.55798,-0.95674,1.3988
LOAD12,1330,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1340,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1350,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1360,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1370,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1380,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1390,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1400,203,223.344,0.78966,0.11704,0.0933,0.55798,-0.95674,1.3988
LOAD12,1410,203,223.344,0.78966,0.11704,0.0933,0.55798,-0.95674,1.3988
LOAD12,1420,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1430,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD12,1440,23,-4.4436,0.7087,0.25043,0.04087,3.0174,-3.3528,1.3353
LOAD13,10,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,20,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,30,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,40,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,50,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,60,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,70,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,80,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,90,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,100,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,110,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,120,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,130,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,140,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,150,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,160,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,170,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,180,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,190,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,200,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,210,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,220,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,230,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,240,3623.61,-2.4224,0.0038636,0.0047604,0.99138,7.25,-9.88,3.63
LOAD13,250,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,260,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,270,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,280,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,290,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,300,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,310,203,200.0555,0.69951,0.16379,0.1367,0.58968,-1.016,1.4264
LOAD13,320,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,330,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,340,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,350,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,360,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,370,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,380,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,390,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,400,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,410,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,420,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,430,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,440,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,450,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,460,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,470,48,-2.4224,0.27917,0.43125,0.28958,7.25,-9.88,3.63
LOAD13,480,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,490,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,500,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,510,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,520,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,530,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,540,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,550,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,560,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,570,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,580,3758.61,200.0555,0.038578,0.0042569,0.95717,0.58968,-1.016,1.4264
LOAD13,590,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,600,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,610,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,620,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,630,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,640,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,650,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,660,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,670,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,680,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,690,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,700,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,710,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,720,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,730,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,740,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,750,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,760,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,770,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,780,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,790,178,200.0555,0.81461,0.089888,0.095506,0.58968,-1.016,1.4264
LOAD13,800,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,810,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,820,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,830,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,840,18,-2.4224,0.94444,0,0.055556,7.25,-9.88,3.63
LOAD13,850,68,-2.4224,0.16176,0.50735,0.33088,7.25,-9.88,3.63
LOAD13,860,312,-2.4224,-0.05859,0.65019,0.4084,7.25,-9.88,3.63
LOAD13,870,502,200.0555,0.21139,0.47721,0.31139,0.58968,-1.016,1.4264
LOAD13,880,582,200.0555,0.16584,0.50646,0.3277,0.58968,-1.016,1.4264
LOAD13,890,2358,1032.0057,0.91079,-0.36975,0.45896,0.83065,-1.3482,1.5175
LOAD13,900,2033,829.5278,1.0032,-0.49273,0.48956,0.90846,-1.4545,1.5461
LOAD13,910,347,-2.4224,-0.064784,0.65421,0.41058,7.25,-9.88,3.63
LOAD13,920,487,-2.4224,-0.080657,0.6645,0.41616,7.25,-9.88,3.63
LOAD13,930,4073.61,-7.8897,-0.0093185,0.081252,0.92807,2.4824,-2.5276,1.0452
LOAD13,940,493,-7.8897,-0.076998,0.67138,0.40562,2.4824,-2.5276,1.0452
LOAD13,950,433,-7.8897,-0.071039,0.6688,0.40224,2.4824,-2.5276,1.0452
LOAD13,960,393,-7.8897,-0.066056,0.66664,0.39941,2.4824,-2.5276,1.0452
LOAD13,970,553,194.5882,0.18452,0.50269,0.31278,0.58397,-0.97067,1.3867
LOAD13,980,575,183.5073,0.24129,0.47683,0.28188,0.71936,-1.1109,1.3915
LOAD13,990,639,-18.9706,-0.025258,0.64592,0.37934,2.9539,-3.2547,1.3008
LOAD13,1000,730,-12.592,-0.040329,0.64623,0.3941,4.2627,-5.2732,2.0105
LOAD13,1010,618,-7.1246,-0.029191,0.63306,0.39613,7.25,-9.88,3.63
LOAD13,1020,552,23.8571,0.16507,0.44226,0.39266,1.756,-2.4168,1.6608
LOAD13,1030,2486,-18.9706,0.000893,0.12356,0.87555,2.9539,-3.2547,1.3008
LOAD13,1040,2704,-7.1246,-0.010488,0.16663,0.84386,7.25,-9.88,3.63
LOAD13,1050,742,21.0599,0.17687,0.4474,0.37573,2.7781,-3.9385,2.1605
LOAD13,1060,926,223.5378,0.27685,0.39366,0.32949,0.97231,-1.5273,1.555
LOAD13,1070,637,223.5378,0.45689,0.25922,0.28389,0.97231,-1.5273,1.555
LOAD13,1080,2752,127.859,0.072725,0.13967,0.78761,0.8544,-1.0576,1.2032
LOAD13,1090,728,68.4437,0.5844,0.089876,0.32573,1.2335,-1.5075,1.274
LOAD13,1100,632,112.1826,0.66557,-0.042294,0.37672,1.4678,-2.1147,1.6468
LOAD13,1110,462,52.9529,0.54468,0.10188,0.35344,2.0589,-2.983,1.9241
LOAD13,1120,423,-10.6869,0.078865,0.56603,0.35511,7.25,-9.88,3.63
LOAD13,1130,305,-2.4224,-0.05718,0.64928,0.4079,7.25,-9.88,3.63
LOAD13,1140,415,-2.4224,-0.073831,0.66007,0.41376,7.25,-9.88,3.63
LOAD13,1150,364,-7.1246,0.034176,0.59332,0.3725,7.25,-9.88,3.63
LOAD13,1160,534,195.3533,0.26075,0.44732,0.29193,0.7391,-1.2149,1.4758
LOAD13,1170,564,231.8023,0.41638,0.27441,0.3092,0.76145,-1.2468,1.4853
LOAD13,1180,563,220.8676,0.42458,0.28519,0.29023,0.7448,-1.1627,1.4179
LOAD13,1190,2411,-18.0593,0.0045127,0.10572,0.88977,3.0842,-3.4558,1.3715
LOAD13,1200,4047.61,18.3897,0.025536,0.046625,0.92784,1.617,-2.1012,1.4842
LOAD13,1210,952,12.5476,0.095672,0.52004,0.38429,2.1623,-2.8542,1.6919
LOAD13,1220,893,10.8712,0.071198,0.53854,0.39026,1.5923,-1.953,1.3607
LOAD13,1230,2745,-25.5779,-0.0065064,0.17617,0.83033,2.593,-2.6982,1.1052
LOAD13,1240,2707,-24.4379,-0.0082231,0.171,0.83722,2.3758,-2.3632,0.98744
LOAD13,1250,1077,325.6587,0.4164,0.20828,0.37532,0.79091,-1.2631,1.4722
LOAD13,1260,858,263.6953,0.33375,0.30994,0.35631,0.7762,-1.2678,1.4916
LOAD13,1270,1029,257.8531,0.30297,0.34561,0.35142,0.90948,-1.4451,1.5356
LOAD13,1280,635,-12.9668,0.040693,0.59003,0.36928,7.25,-9.88,3.63
LOAD13,1290,655,-12.9668,0.035786,0.59308,0.37113,7.25,-9.88,3.63
LOAD13,1300,679,-12.9668,0.03028,0.59651,0.37321,7.25,-9.88,3.63
LOAD13,1310,458,-8.2646,0.022096,0.60111,0.37679,7.25,-9.88,3.63
LOAD13,1320,626,-8.2646,-0.016038,0.62497,0.39107,7.25,-9.88,3.63
LOAD13,1330,694,-13.7319,-0.023285,0.63601,0.38728,4.5107,-5.6556,2.1449
LOAD13,1340,4271.61,-18.4342,0.0049536,0.097516,0.89753,5.2095,-6.7332,2.5237
LOAD13,1350,1018,188.746,0.09053,0.56046,0.34901,0.76409,-1.2114,1.4473
LOAD13,1360,1195,184.0437,0.090276,0.56059,0.34913,0.90215,-1.3959,1.4938
LOAD13,1370,4679.61,189.5111,0.025079,0.12831,0.84661,0.91566,-1.4499,1.5342
LOAD13,1380,4543.61,-23.9015,-0.0020776,0.1337,0.86838,4.1025,-5.026,1.9236
LOAD13,1390,4183.61,-23.9015,0.0080696,0.085828,0.9061,4.1025,-5.026,1.9236
LOAD13,1400,4147.61,-30.2801,0.009755,0.081495,0.90875,3.3162,-3.8135,1.4973
LOAD13,1410,586,-24.4379,-0.013208,0.64746,0.36575,2.3758,-2.3632,0.98744
LOAD13,1420,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,1430,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD13,1440,43,-2.4224,0.32558,0.40116,0.27326,7.25,-9.88,3.63
LOAD14,10,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,20,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,30,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,40,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,50,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,60,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,70,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,80,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,90,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,100,170,170.2309,0.73971,0.16706,0.093235,0.54189,-0.89308,1.3512
LOAD14,110,170,170.2309,0.73971,0.16706,0.093235,0.54189,-0.89308,1.3512
LOAD14,120,170,170.2309,0.73971,0.16706,0.093235,0.54189,-0.89308,1.3512
LOAD14,130,170,170.2309,0.73971,0.16706,0.093235,0.54189,-0.89308,1.3512
LOAD14,140,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,150,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,160,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,170,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,180,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,190,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,200,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,210,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,220,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,230,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,240,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,250,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,260,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,270,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,280,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,290,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,300,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,310,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,320,150,144.9211,0.73167,0.176,0.092333,0.54692,-0.89041,1.3435
LOAD14,330,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,340,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,350,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,360,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,370,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,380,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,390,30,-6.9373,0.45833,0.48,0.061667,1.2111,-0.53793,0.32679
LOAD14,400,2674,295.6637,0.084013,0.035931,0.88006,0.5161,-0.78227,1.2662
LOAD14,410,2733,322.0893,0.076001,0.044321,0.87968,0.52754,-0.90069,1.3732
LOAD14,420,413,319.3556,0.50366,0.30724,0.1891,0.52627,-0.88759,1.3613
LOAD14,430,395,316.1663,0.53509,0.29458,0.17033,0.52482,-0.87257,1.3477
LOAD14,440,393,138.9982,0.60397,0.26046,0.13557,0.54062,-0.83267,1.2921
LOAD14,450,376,-23.3394,0.35348,0.44585,0.20066,0.6558,0.29919,0.04501
LOAD14,460,360,-20.6057,0.37169,0.4305,0.19781,0.69114,0.24593,0.06294
LOAD14,470,484,-23.3394,0.59031,0.28934,0.12035,0.6558,0.29919,0.04501
LOAD14,480,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,490,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,500,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,510,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,520,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,530,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,540,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,550,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,560,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,570,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,580,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,590,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,600,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,610,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,620,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,630,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,640,15,-0.10308,0.86667,0,0.13333,4.7887,-5.9307,2.142
LOAD14,650,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,660,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,670,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,680,135,151.7553,0.80741,0.088889,0.1037,0.5548,-0.96257,1.4078
LOAD14,690,155,177.0651,0.80645,0.090323,0.10323,0.54846,-0.95513,1.4067
LOAD14,700,155,177.0651,0.80645,0.090323,0.10323,0.54846,-0.95513,1.4067
LOAD14,710,375,171.5977,0.7104,0.17845,0.11115,0.54316,-0.90512,1.362
LOAD14,720,375,171.5977,0.7104,0.17845,0.11115,0.54316,-0.90512,1.362
LOAD14,730,247,-11.0378,0.62753,0.26089,0.11158,0.93613,-0.12337,0.18725
LOAD14,740,235,-5.5704,0.65702,0.22519,0.11779,1.3737,-0.78291,0.40925
LOAD14,750,229,-2.8368,0.67293,0.20594,0.12114,2.0058,-1.7358,0.72997
