Loads,data_time,PDem,QDem,ZIP_P_P,ZIP_P_I,ZIP_P_Z,ZIP_Q_P,ZIP_Q_I,ZIP_Q_Z
LOAD1,10,3495,171.9106,0.099863,0.21263,0.68751,0.71052,-0.93871,1.2282
LOAD1,20,1421,166.4432,0.26293,0.43395,0.30312,0.70408,-0.90715,1.2031
LOAD1,30,1030,197.8805,0.3969,0.31867,0.28443,0.74484,-1.1069,1.362
LOAD1,40,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,50,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,60,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,70,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,80,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,90,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,100,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,110,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,120,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,130,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,140,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,150,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,160,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,170,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,180,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,190,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,200,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,210,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,220,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,230,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,240,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,250,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,260,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,270,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,280,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,290,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,300,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,310,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,320,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,330,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,340,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,350,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,360,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,370,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,380,125,-13.2518,0.76,0.138,0.102,7.25,-9.88,3.63
LOAD1,390,209,-16.4411,0.41201,0.3689,0.21909,5.9154,-7.8218,2.9064
LOAD1,400,302,-13.2518,0.24424,0.46152,0.29424,7.25,-9.88,3.63
LOAD1,410,639,-13.2518,0.052144,0.58202,0.36584,7.25,-9.88,3.63
LOAD1,420,703,-42.411,0.051949,0.61643,0.33162,2.5197,-2.5852,1.0655
LOAD1,430,864,-62.5025,0.20269,0.51753,0.27978,4.0403,-4.9301,1.8898
LOAD1,440,985,-51.2456,0.073218,0.59406,0.33272,3.3352,-3.8428,1.5076
LOAD1,450,757,-38.4884,0.12513,0.55518,0.3197,4.318,-5.3585,2.0404
LOAD1,460,736,-18.397,0.10016,0.57102,0.32882,1.116,-0.4205,0.30447
LOAD1,470,804,-12.9296,0.079005,0.57705,0.34394,1.4315,-0.907,0.4755
LOAD1,480,972,220.3254,0.21288,0.48398,0.30314,0.5639,-0.94795,1.384
LOAD1,490,1242,220.3254,0.14052,0.52877,0.33072,0.5639,-0.94795,1.384
LOAD1,500,1244,214.858,0.14174,0.53163,0.32663,0.5595,-0.90984,1.3503
LOAD1,510,980,203.0121,0.2579,0.47079,0.27132,0.55061,-0.83293,1.2823
LOAD1,520,828,-19.3082,0.12481,0.55489,0.3203,1.0808,-0.36621,0.28538
LOAD1,530,830,-12.9296,0.12135,0.55066,0.32799,1.4315,-0.907,0.4755
LOAD1,540,3574,1132.4826,0.80828,-0.26383,0.45555,0.89604,-1.4242,1.5281
LOAD1,550,3532,1115.1693,0.82115,-0.27227,0.45112,0.8883,-1.3924,1.5041
LOAD1,560,1259,-55.6256,0.13226,0.5598,0.30793,2.291,-2.2325,0.94148
LOAD1,570,1447,-50.1583,0.098079,0.57448,0.32744,2.5004,-2.5554,1.055
LOAD1,580,2663,-11.1072,0.029951,0.13728,0.83277,1.6057,-1.1756,0.56992
LOAD1,590,1361,402.1342,0.71742,-0.18434,0.46692,0.91299,-1.4397,1.5267
LOAD1,600,1375,396.9501,0.72116,-0.18109,0.45993,0.93877,-1.4632,1.5244
LOAD1,610,580,41.5716,0.15793,0.4225,0.41957,1.4021,-2.1104,1.7083
LOAD1,620,440,41.5716,0.24636,0.33739,0.41625,1.4021,-2.1104,1.7083
LOAD1,630,555,269.3592,0.46883,0.2191,0.31207,0.66939,-1.1245,1.4551
LOAD1,640,755,360.4819,0.64132,-0.0031788,0.36185,0.72395,-1.2,1.4761
LOAD1,650,405,216.6732,0.51901,0.28296,0.19802,0.82356,-1.3273,1.5037
LOAD1,660,443,211.2585,0.56027,0.25869,0.18104,0.96599,-1.5169,1.5509
LOAD1,670,319,220.378,0.6,0.22947,0.17053,0.72234,-1.1926,1.4703
LOAD1,680,234,-20.9464,0.60855,0.2359,0.15556,7.25,-9.88,3.63
LOAD1,690,2082,-15.5317,0.050144,0.026513,0.92334,7.25,-9.88,3.63
LOAD1,700,2046,-1.9949,0.0078201,0.0084311,0.98375,7.25,-9.88,3.63
LOAD1,710,960,406.0623,1.0813,-0.56328,0.48203,0.95129,-1.5114,1.5601
LOAD1,720,1080,406.0623,1.0722,-0.50069,0.42847,0.95129,-1.5114,1.5601
LOAD1,730,280,41.5716,0.93571,-0.15982,0.22411,1.4021,-2.1104,1.7083
LOAD1,740,2637,41.5716,0.098673,-0.013045,0.91437,1.4021,-2.1104,1.7083
LOAD1,750,2662,41.5716,0.096619,-0.0064425,0.90982,1.4021,-2.1104,1.7083
LOAD1,760,526,125.5769,0.89011,-0.23184,0.34173,0.94379,-1.4109,1.4671
LOAD1,770,276,-18.2318,0.66014,0.23207,0.10779,3.8114,-4.5771,1.7657
LOAD1,780,242,-20.9655,0.77397,0.17442,0.051612,3.3626,-3.8851,1.5225
LOAD1,790,412,213.9468,0.67112,0.21313,0.11575,0.55878,-0.90365,1.3449
LOAD1,800,419,210.7575,0.66074,0.22561,0.11365,0.55632,-0.88237,1.3261
LOAD1,810,439,210.7575,0.62517,0.24677,0.12806,0.55632,-0.88237,1.3261
LOAD1,820,326,207.5682,0.47485,0.35291,0.17224,0.55393,-0.86164,1.3077
LOAD1,830,416,207.5682,0.34615,0.42584,0.228,0.55393,-0.86164,1.3077
LOAD1,840,281,-20.2194,-0.019217,0.67687,0.34235,1.0488,-0.31681,0.26801
LOAD1,850,504,-32.9766,-0.054365,0.69768,0.35669,0.7862,0.088157,0.12564
LOAD1,860,479,-32.9766,-0.050939,0.69808,0.35286,0.7862,0.088157,0.12564
LOAD1,870,527,-20.1668,0.010626,0.6271,0.36228,2.8978,-3.1683,1.2705
LOAD1,880,2738,-7.9179,-0.0086888,0.095785,0.9129,2.1034,-1.9432,0.83977
LOAD1,890,2645,-7.9179,-0.004775,0.074892,0.92988,2.1034,-1.9432,0.83977
LOAD1,900,431,-16.5219,0.3484,0.41596,0.23564,3.4555,-4.0283,1.5728
LOAD1,910,348,-20.2194,0.34759,0.44147,0.21095,1.0488,-0.31681,0.26801
LOAD1,920,346,-20.2194,0.35029,0.44003,0.20968,1.0488,-0.31681,0.26801
LOAD1,930,2282,-17.0301,0.052432,0.066797,0.88077,1.1759,-0.51284,0.33693
LOAD1,940,2238,-19.7638,0.056278,0.055268,0.88845,1.0644,-0.34094,0.27649
LOAD1,950,2537,210.7575,0.10037,0.087576,0.81205,0.55632,-0.88237,1.3261
LOAD1,960,2513,210.3019,0.10255,0.08193,0.81552,0.55598,-0.87938,1.3234
LOAD1,970,2491,219.4141,0.10225,0.074946,0.82281,0.56315,-0.94148,1.3783
LOAD1,980,2391,219.4141,0.11154,0.049222,0.83923,0.56315,-0.94148,1.3783
LOAD1,990,2263,-15.7831,0.077198,0.044052,0.87875,4.4695,-5.5921,2.1226
LOAD1,1000,2250,-10.3684,0.059422,0.051973,0.8886,3.0174,-3.3528,1.3353
LOAD1,1010,2261,-9.9128,2.21E-05,0.090969,0.90901,3.1391,-3.5404,1.4013
LOAD1,1020,2261,-9.9128,2.21E-05,0.090969,0.90901,3.1391,-3.5404,1.4013
LOAD1,1030,2712,-15.8357,0.029609,0.16186,0.80853,2.1034,-1.9432,0.83977
LOAD1,1040,3897,-35.6576,0.34752,0.10203,0.55044,1.7997,-1.4747,0.67509
LOAD1,1050,1964,-35.6576,0.68956,0.20245,0.10798,1.7997,-1.4747,0.67509
LOAD1,1060,2250,-35.6576,0.60458,0.25339,0.14204,1.7997,-1.4747,0.67509
LOAD1,1070,872,-35.6576,0.1781,0.45599,0.36592,1.7997,-1.4747,0.67509
LOAD1,1080,3144,-46.9145,0.064599,0.18353,0.75187,3.1074,-3.4915,1.3841
LOAD1,1090,3134,-54.257,0.053127,0.19269,0.75418,2.0504,-1.8614,0.81102
LOAD1,1100,5273,189.8883,0.081149,0.1033,0.81555,1.1977,-1.6507,1.453
LOAD1,1110,7413,141.6459,0.065965,0.086637,0.8474,1.321,-1.7699,1.4489
LOAD1,1120,5481,158.048,0.088889,0.11087,0.80024,1.3734,-1.9077,1.5343
LOAD1,1130,2214,262.2418,0.11409,-0.014273,0.90018,0.61253,-1.0484,1.4359
LOAD1,1140,2214,262.2418,0.11409,-0.014273,0.90018,0.61253,-1.0484,1.4359
LOAD1,1150,2034,34.4542,0.053392,-0.024385,0.97099,1.22,-1.8685,1.6485
LOAD1,1160,3954,-1.9949,0.0048053,0,0.99519,7.25,-9.88,3.63
LOAD1,1170,2254,134.6891,0.1575,-0.08252,0.92502,0.98149,-1.5516,1.5701
LOAD1,1180,2254,134.6891,0.1575,-0.08252,0.92502,0.98149,-1.5516,1.5701
LOAD1,1190,2104,66.3471,0.088878,-0.044202,0.95532,1.0704,-1.6697,1.5993
LOAD1,1200,1954,-1.9949,0.0097236,0,0.99028,7.25,-9.88,3.63
LOAD1,1210,21,-1.9949,0.90476,0,0.095238,7.25,-9.88,3.63
LOAD1,1220,21,-1.9949,0.90476,0,0.095238,7.25,-9.88,3.63
LOAD1,1230,21,-1.9949,0.90476,0,0.095238,7.25,-9.88,3.63
LOAD1,1240,21,-1.9949,0.90476,0,0.095238,7.25,-9.88,3.63
LOAD1,1250,21,-1.9949,0.90476,0,0.095238,7.25,-9.88,3.63
LOAD1,1260,358,225.7927,0.40268,0.35288,0.24444,0.56851,-0.98787,1.4194
LOAD1,1270,426,220.378,0.41915,0.34514,0.2357,0.72234,-1.1926,1.4703
LOAD1,1280,444,220.378,0.3973,0.35912,0.24358,0.72234,-1.1926,1.4703
LOAD1,1290,460,223.7978,0.32087,0.40663,0.2725,0.62602,-1.0644,1.4384
LOAD1,1300,580,223.7978,0.46138,0.3225,0.21612,0.62602,-1.0644,1.4384
LOAD1,1310,520,-9.4045,0.31654,0.29192,0.39154,7.25,-9.88,3.63
LOAD1,1320,833,-9.4045,0.31116,0.34376,0.34508,7.25,-9.88,3.63
LOAD1,1330,675,-14.8719,0.41511,0.26751,0.31738,4.7207,-5.9794,2.2587
LOAD1,1340,625,-14.8719,0.45792,0.23371,0.30837,4.7207,-5.9794,2.2587
LOAD1,1350,825,-12.877,0.29881,0.35604,0.34515,4.3289,-5.3752,2.0463
LOAD1,1360,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,1370,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,1380,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,1390,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,1400,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,1410,46,-1.9949,0.34783,0.375,0.27717,7.25,-9.88,3.63
LOAD1,1420,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,1430,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD1,1440,226,225.7927,0.70796,0.15597,0.13606,0.56851,-0.98787,1.4194
LOAD2,10,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,20,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,30,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,40,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,50,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,60,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,70,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,80,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,90,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,100,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,110,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,120,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,130,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,140,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,150,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,160,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,170,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,180,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,190,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,200,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,210,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,220,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,230,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,240,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,250,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,260,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,270,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,280,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,290,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,300,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,310,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,320,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,330,153,126.0868,0.5634,0.24575,0.19085,0.55057,-0.96116,1.4106
LOAD2,340,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,350,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,360,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,370,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,380,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,390,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,400,173,202.016,0.80347,0.092486,0.10405,0.53543,-0.94207,1.4066
LOAD2,410,291,199.2824,0.43251,0.34034,0.22715,0.53323,-0.9199,1.3867
LOAD2,420,173,202.016,0.80347,0.092486,0.10405,0.53543,-0.94207,1.4066
LOAD2,430,173,202.016,0.80347,0.092486,0.10405,0.53543,-0.94207,1.4066
LOAD2,440,13,-0.46184,0.84615,0,0.15385,5.8812,-7.6837,2.8025
LOAD2,450,13,-0.46184,0.84615,0,0.15385,5.8812,-7.6837,2.8025
LOAD2,460,205,-5.9292,-0.04878,0.66205,0.38673,1.1954,-0.53011,0.3347
LOAD2,470,291,-0.46184,-0.076838,0.65918,0.41766,5.8812,-7.6837,2.8025
LOAD2,480,419,-58.7804,-0.038091,0.75107,0.28702,0.45953,0.59331,-0.052847
LOAD2,490,551,56.8336,0.38904,0.47332,0.13764,0.48702,-0.36594,0.87893
LOAD2,500,846,48.7115,0.3026,0.41267,0.28473,0.75511,-0.74309,0.98798
LOAD2,510,910,46.7166,0.29011,0.42156,0.28833,0.81774,-0.8312,1.0135
LOAD2,520,2835,52.184,0.095958,0.11373,0.79031,0.82989,-0.87358,1.0437
LOAD2,530,2913,52.184,0.090175,0.12916,0.78067,0.82989,-0.87358,1.0437
LOAD2,540,3475,249.1945,0.099131,0.19363,0.70724,0.66553,-0.87018,1.2047
LOAD2,550,3301,477.4937,0.1397,0.13278,0.72752,0.65232,-1.0831,1.4308
LOAD2,560,3109,356.4124,0.12549,0.1163,0.75821,0.70404,-1.1673,1.4632
LOAD2,570,2822,364.5344,0.12784,0.071892,0.80027,0.56033,-0.976,1.4157
LOAD2,580,4803,1185.0812,0.57104,-0.24952,0.67848,0.83943,-1.3537,1.5143
LOAD2,590,4753,1185.0812,0.57831,-0.25941,0.68109,0.83943,-1.3537,1.5143
LOAD2,600,2346,-5.9292,0.052958,0.057263,0.88978,1.1954,-0.53011,0.3347
LOAD2,610,2346,-5.9292,0.052958,0.057263,0.88978,1.1954,-0.53011,0.3347
LOAD2,620,2382,-11.3966,0.051201,0.068186,0.88061,0.81611,0.048944,0.13494
LOAD2,630,2432,-11.3966,0.047681,0.08097,0.87135,0.81611,0.048944,0.13494
LOAD2,640,2394,120.6195,0.08792,0.045305,0.86678,0.54314,-0.89163,1.3485
LOAD2,650,340,123.3532,0.63194,0.22291,0.14515,0.54678,-0.92567,1.3789
LOAD2,660,304,119.6484,0.81678,0.10859,0.074638,0.73218,-1.1733,1.4411
LOAD2,670,2256,126.0868,0.099734,0.0044326,0.89583,0.55057,-0.96116,1.4106
LOAD2,680,2122,126.0868,0.042884,0.0047125,0.9524,0.55057,-0.96116,1.4106
LOAD2,690,2282,328.5647,0.095968,0.011394,0.89264,0.52568,-0.92977,1.4041
LOAD2,700,2282,328.5647,0.095968,0.011394,0.89264,0.52568,-0.92977,1.4041
LOAD2,710,2282,328.5647,0.095968,0.011394,0.89264,0.52568,-0.92977,1.4041
LOAD2,720,2182,202.016,0.063703,0.0073327,0.92896,0.53543,-0.94207,1.4066
LOAD2,730,2022,-0.46184,0.0054402,0,0.99456,5.8812,-7.6837,2.8025
LOAD2,740,2022,-0.46184,0.0054402,0,0.99456,5.8812,-7.6837,2.8025
LOAD2,750,2206,-0.46184,0.06301,0.015639,0.92135,5.8812,-7.6837,2.8025
LOAD2,760,1901,-0.46184,0.073119,0.018148,0.90873,5.8812,-7.6837,2.8025
LOAD2,770,221,-0.46184,0.61593,0.23104,0.15303,5.8812,-7.6837,2.8025
LOAD2,780,235,-2.4567,0.63881,0.21728,0.14391,6.8043,-9.1649,3.3606
LOAD2,790,285,-2.4567,0.50568,0.30021,0.19411,6.8043,-9.1649,3.3606
LOAD2,800,2344,124.0919,0.034147,0.065495,0.90036,0.65376,-1.0985,1.4448
LOAD2,810,2344,124.0919,0.034147,0.065495,0.90036,0.65376,-1.0985,1.4448
LOAD2,820,2344,124.0919,0.034147,0.065495,0.90036,0.65376,-1.0985,1.4448
LOAD2,830,2661,318.4478,0.095092,0.089635,0.81527,0.7257,-1.196,1.4703
LOAD2,840,2833,312.9804,0.13573,0.094592,0.76968,0.72007,-1.1655,1.4455
LOAD2,850,2965,262.1241,0.12571,0.13492,0.73937,0.64054,-0.86897,1.2284
LOAD2,860,2544,317.709,0.15822,0.030114,0.81167,0.68466,-1.1297,1.4451
LOAD2,870,2369,-11.3176,0.077797,0.046121,0.87608,5.5471,-7.2469,2.6998
LOAD2,880,2479,-11.3176,0.06902,0.074691,0.85629,5.5471,-7.2469,2.6998
LOAD2,890,2433,-13.3125,0.079038,0.059088,0.86187,5.793,-7.6272,2.8342
LOAD2,900,449,-13.3125,0.4216,0.3586,0.2198,5.793,-7.6272,2.8342
LOAD2,910,375,-7.9241,0.36096,0.4024,0.23664,2.629,-2.7439,1.1149
LOAD2,920,557,132.8973,0.4344,0.38388,0.18172,0.58393,-0.79098,1.2071
LOAD2,930,394,159.3229,0.63873,0.21749,0.14378,0.61714,-1.0271,1.41
LOAD2,940,411,158.5841,0.57168,0.26448,0.16384,0.53578,-0.89571,1.3599
LOAD2,950,440,158.5841,0.52609,0.29252,0.18139,0.53578,-0.89571,1.3599
LOAD2,960,243,290.6001,0.80247,0.09465,0.10288,0.52771,-0.93234,1.4046
LOAD2,970,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,980,273,328.5647,0.8022,0.095238,0.10256,0.52568,-0.92977,1.4041
LOAD2,990,273,328.5647,0.8022,0.095238,0.10256,0.52568,-0.92977,1.4041
LOAD2,1000,273,328.5647,0.8022,0.095238,0.10256,0.52568,-0.92977,1.4041
LOAD2,1010,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,1020,113,126.0868,0.80531,0.088496,0.10619,0.55057,-0.96116,1.4106
LOAD2,1030,171,-0.46184,0.83111,0.096842,0.072047,5.8812,-7.6837,2.8025
LOAD2,1040,573,-5.9292,0.1674,0.51864,0.31396,1.1954,-0.53011,0.3347
LOAD2,1050,515,-11.3966,0.20373,0.50563,0.29064,0.81611,0.048944,0.13494
LOAD2,1060,479,-22.3313,0.23658,0.5053,0.25812,0.60246,0.37511,0.022427
LOAD2,1070,602,11.4666,0.4115,0.38292,0.20558,1.7418,-1.1835,0.44171
LOAD2,1080,2620,-18.8588,0.04745,0.093252,0.8593,1.3531,-0.78182,0.42873
LOAD2,1090,2616,-7.9241,0.094098,0.060321,0.84558,2.629,-2.7439,1.1149
LOAD2,1100,2616,-13.3915,0.094878,0.06156,0.84356,1.74,-1.3768,0.63681
LOAD2,1110,2767,109.4524,0.12692,0.068048,0.80503,0.80177,-1.1855,1.3838
LOAD2,1120,3085,342.2558,0.19312,0.074496,0.73239,0.74064,-1.058,1.3174
LOAD2,1130,3163,341.517,0.18076,0.093241,0.726,0.70358,-0.99846,1.2949
LOAD2,1140,3201,338.7833,0.091434,0.15386,0.75471,0.70118,-0.98604,1.2849
LOAD2,1150,3203,338.7833,0.12634,0.15376,0.71989,0.70118,-0.98604,1.2849
LOAD2,1160,1084,136.3054,0.2497,0.4714,0.27889,0.91872,-1.0726,1.1539
LOAD2,1170,1072,130.8381,0.25575,0.47198,0.27228,0.90236,-1.0188,1.1165
LOAD2,1180,1032,130.8381,0.27031,0.46353,0.26616,0.90236,-1.0188,1.1165
LOAD2,1190,1170,7.9942,0.24903,0.47697,0.274,1.394,-0.66037,0.26635
LOAD2,1200,1190,7.9942,0.24282,0.48055,0.27662,1.394,-0.66037,0.26635
LOAD2,1210,1278,13.4615,0.21624,0.49244,0.29131,1.5114,-0.81977,0.30835
LOAD2,1220,1193,5.3395,0.18857,0.51018,0.30126,2.3465,-2.1382,0.79173
LOAD2,1230,13,-0.46184,0.84615,0,0.15385,5.8812,-7.6837,2.8025
LOAD2,1240,13,-0.46184,0.84615,0,0.15385,5.8812,-7.6837,2.8025
LOAD2,1250,13,-0.46184,0.84615,0,0.15385,5.8812,-7.6837,2.8025
LOAD2,1260,173,202.016,0.80347,0.092486,0.10405,0.53543,-0.94207,1.4066
LOAD2,1270,313,328.5647,0.68435,0.17125,0.14441,0.52568,-0.92977,1.4041
LOAD2,1280,313,328.5647,0.68435,0.17125,0.14441,0.52568,-0.92977,1.4041
LOAD2,1290,443,493.078,0.71828,0.15034,0.13138,0.52046,-0.92319,1.4027
LOAD2,1300,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,1310,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,1320,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,1330,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,1340,283,290.6001,0.67208,0.1788,0.14912,0.52771,-0.93234,1.4046
LOAD2,1350,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,1360,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,1370,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,1380,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,1390,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,1400,53,-0.46184,0.11698,0.52075,0.36226,5.8812,-7.6837,2.8025
LOAD2,1410,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,1420,213,202.016,0.63005,0.20469,0.16526,0.53543,-0.94207,1.4066
LOAD2,1430,313,328.5647,0.68435,0.17125,0.14441,0.52568,-0.92977,1.4041
LOAD2,1440,313,328.5647,0.68435,0.17125,0.14441,0.52568,-0.92977,1.4041
LOAD3,10,193,211.0823,0.78394,0.11793,0.098135,0.55804,-0.9542,1.3962
LOAD3,20,193,211.0823,0.78394,0.11793,0.098135,0.55804,-0.9542,1.3962
LOAD3,30,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
LOAD3,40,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
LOAD3,50,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
LOAD3,60,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
LOAD3,70,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
LOAD3,80,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
LOAD3,90,193,211.0823,0.78394,0.11793,0.098135,0.55804,-0.9542,1.3962
LOAD3,100,193,211.0823,0.78394,0.11793,0.098135,0.55804,-0.9542,1.3962
LOAD3,110,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
LOAD3,120,23,-4.0505,0.66522,0.25043,0.084348,2.8284,-3.0431,1.2147
